,column0,key1,key2,label
85,2102,conf/icebe/CaoDT05,conf/sdm/DingSS09,False
86,2104,journals/trob/XuS10,conf/aadebug/LiangX05,False
87,2134,journals/sadm/ZhangPU10,conf/avss/LuZF07,False
88,2260,conf/wise/ZhaoL02,conf/hicss/LinFWZ07,False
89,2262,journals/ife/000510,conf/hpcn/WismullerL96,False
90,2316,conf/cis/ZhangX05,conf/provsec/CuiFHIZ07,False
91,2370,journals/ras/ZhangTCYL09,journals/nn/ChenXC99,False
92,85,journals/tit/WangZZ06,conf/awic/ZhangZCW03,False
93,964,conf/icic/ZhangLYC08,conf/ijcnn/WangC07,False
94,1767,conf/ifip8/LiQS07c,conf/isict/LiP03,False
95,2576,conf/lrec/WangZ10,journals/twc/WangL07,False
96,2588,conf/trec/XuYWLCLYCB02,conf/ispa/ZhangLY04,False
97,2623,conf/icmcs/JiangWWM04,journals/dam/RuskeyJW95,False
98,2649,conf/sas/MullerGS96,journals/ipl/ZhouM03,False
99,2673,conf/gi/SalzMVSK03,conf/informatiktage/FriedlN0T10,False
100,2677,conf/sbcci/SchmidtW09,conf/cf/FeyS05,False
101,2796,journals/sadm/ZhangPU10,journals/ijait/ZhangYB05,False
102,2840,conf/icic/ZhengYZZX08,conf/huc/Yang09,False
103,2873,conf/miccai/ZhangA10,conf/isvc/WengZZ05,False
104,2939,conf/visualization/WeiLMK02,journals/robotersysteme/LiJW90,False
105,2940,journals/cgf/PanWCZB09,journals/dam/WangLZ07,False
106,2947,conf/gca/SungQX05,conf/apweb/XieSWZ06,False
107,3056,journals/tvcg/WeiZFLQYK04,conf/cira/Li07,False
108,3071,conf/waim/GongYHC09,journals/simulation/ChenG08,False
109,3077,conf/icip/WangB97a,conf/egice/WangLL06,False
110,3080,conf/icac/AnanthanarayananMG05,journals/pervasive/GuptaRSS06,False
111,3085,conf/pics/Wang00,journals/isca/DongWLZ10,False
112,3129,conf/ibm/EncarnacaoN79,conf/btw/Neumann91,False
113,3161,conf/volvis/LiK02,conf/trec/SrihariL99,False
114,3205,journals/pervasive/GuptaRSS06,conf/nips/GuptaM90,False
115,3306,conf/dawak/HummerLBS02,conf/icfem/0002LS06,False
116,3308,conf/pics/WangB99,conf/sc/CanningUSZSNSWD01,False
117,3314,journals/cgf/PanWLPB07,journals/tcs/WangLL07,False
118,3325,series/asc/Kim07,conf/ausai/KimC05,False
119,3349,conf/visualization/JiangMT02,conf/cikm/WangRMJ06,False
120,3378,conf/fskd/FengYZD05,conf/wbir/ZhangYRG10,False
121,3405,journals/nar/ChenWLJW06,conf/IEEEscc/WangZS05,False
122,3428,conf/cvpr/ZhangYG04,conf/icc/ZhangGBIS08,False
123,3451,journals/tmi/YushkevichZG06,conf/infocom/ZhangGG02,False
124,3470,conf/miccai/ZhangYRG07,journals/tvcg/ZhangH07,False
125,3476,journals/tcom/NguyenL07,conf/rsctc/NguyenNN06,False
126,3484,conf/icra/SchmidtPB10,conf/arcs/FeySL04,False
127,3596,conf/miccai/ZhangYG05,conf/icc/ZhangSCJMY08,False
128,3615,conf/vlsid/VaidyanathanHWXNI07,conf/cocoa/WangCX09,False
129,3650,conf/icdar/ZhuSMHN09,journals/ijig/SunWZM03,False
130,3739,conf/minenet/ZhangRF05,conf/compsac/YanZ06,False
131,3773,conf/dawak/HummerLBS02,conf/lata/BaaderBT09,False
132,3812,conf/ipmi/YushkevichZG05,conf/infocom/HaoKLZ05,False
133,3823,conf/bxml/MendlingM03,conf/sas/MullerGS96,False
134,3852,journals/nar/ChenWLJW06,journals/twc/WangPWSC09,False
135,3871,journals/algorithmica/FeigenbaumKZ04,conf/ipps/ZhangF07,False
136,3882,conf/icip/WangHS07,journals/npl/WangT04,False
137,3885,series/asc/Kim07,conf/vldb/KimWLL05,False
138,3911,conf/pics/Wang00,conf/humo/WangM07,False
139,3972,journals/pc/LiHZ97,conf/anlp/SrihariL00,False
140,3998,conf/vldb/NeumannH82,conf/btw/Neumann91,False
141,4029,series/asc/Kim07,conf/egov/JooKK04,False
142,4037,journals/pr/WangB96,conf/iccS/WangXSZ06,False
143,4118,conf/trec/SunYPZWC03,conf/icebe/TongZ005,False
144,4179,conf/aspdac/LiKM05,conf/adg/TuloneYL00,False
145,4194,journals/tcs/FeigenbaumKMSZ05,conf/ijcai/YanZ09,False
146,4196,conf/icalp/FeigenbaumKMSZ04,journals/ipl/YanZ08,False
147,4249,conf/pics/WangB99,conf/cikm/WangSWA08,False
148,4305,journals/cgf/PanWCZB09,conf/icebe/WangW09,False
149,4345,conf/cscwd/ChenCHD06,journals/tsmc/MouGQC08,False
150,4363,journals/ife/000510,conf/hpcn/MunzLZBSB99,False
151,4380,conf/uss/ZhangPU08,conf/aisc/LiuZ06,False
152,4468,conf/emsoft/YangSWB04,conf/huc/Yang09,False
153,4519,journals/dke/MohaniaAG07,journals/pervasive/GuptaRSS06,False
154,4522,journals/tit/WangZH05,journals/jcst/SunWW08,False
155,4526,conf/icmla/Zhang07,conf/compsac/ZhangXC01,False
156,4529,conf/icmla/Zhang07,journals/cluster/ZhaoZF06,False
157,4547,journals/bioinformatics/LiuLTGGZKL10,conf/cikm/LiuJK06,False
158,4634,conf/deec/TianDCW06,conf/gis/StepinskiSD10,False
159,4680,conf/ispec/JiangLHD05,conf/ifip8/LiQS07a,False
160,4715,conf/dexa/Chundi0R05,journals/tods/ZhangKOT05,False
161,4822,conf/cvpr/WuLD08,conf/ccece/LawniczakWS09,False
162,4845,conf/visualization/WeiLMK02,journals/ieicet/LiGZ06,False
163,4908,conf/miccai/AvantsDZG07,conf/isvc/WengZZ05,False
164,4976,conf/cdc/WangW09,journals/debu/MarianW09,False
165,4987,conf/icdar/HuangSHFN07,conf/icfem/SunSL10,False
166,5059,conf/robocup/NardiCGSS00,journals/ldvf/CapellmannFFR89,False
167,5078,conf/cvpr/ZhangYG04,conf/icac/ZhangJYCS09,False
168,5086,journals/jcc/SchwarzlHSF05,conf/icpr/FischerBB00,False
169,2556,conf/icpr/KobatakeJHSY00,journals/ijces/JinWLW03,False
170,2695,conf/waim/HuCCD05,journals/siamsc/ChanC10,False
171,2777,conf/cscwd/ZangHCD06a,conf/ijcnn/YangC06,False
172,3122,conf/fskd/FengYZD05,journals/cn/ZhangGG04,False
173,3142,journals/tip/JiangJM06,conf/cikm/WangRMJ06,False
174,3309,conf/icebe/CaoDT05,conf/gis/StepinskiDE08,False
175,3329,journals/ieicet/KimKK10a,journals/isci/HeoWKKS09,False
176,3375,conf/icmcs/JiangWWM04,conf/globecom/0002LC07,False
177,3430,conf/volvis/LiK02,journals/jss/LiGLLL10,False
178,3493,conf/cikm/ZhangF06,conf/kdd/YangZCJ02,False
179,3583,conf/pics/WangB98,conf/icip/WangTL03,False
180,3629,conf/ispa/ZengWWW07,conf/icpr/KobatakeJHSY00,False
181,4189,conf/icalp/FeigenbaumKMSZ04,journals/csda/LiangZ09,False
182,4239,conf/mmns/YangGS04,conf/iscas/PainSOWY01,False
183,4303,conf/middleware/CandanDQRK06,journals/expert/GaoCQH05,False
184,4377,journals/tvcg/WeiLMK04,journals/ijait/NiuLDS04,False
185,4564,conf/graphicsinterface/LiK03,journals/smr/ShatnawiLSN10,False
186,4877,conf/lrec/WangZ10,conf/icb/ZhangWPLZ07,False
187,5028,conf/icnsc/ZhangLCC08,conf/cscwd/YuCCD06,False
188,3639,conf/appt/YangZL07,conf/vlsid/PainYOMHHCWH00,False
189,3689,conf/ispec/JiangLHD05,conf/isict/LiP03,False
190,4273,conf/fskd/Kim06,journals/geoinformatica/WhangLKLLHK10,False
191,5132,conf/soda/FeigenbaumKMSZ05,journals/tcsv/PaisitkriangkraiSZ08,False
192,5155,series/asc/Kim07,journals/corr/abs-0807-4580,False
193,5180,journals/vc/WangZSLBPG06,journals/tcs/WangL07,False
194,5182,journals/tnn/Xu0J09,conf/acisp/KitagawaYHZWMI06,False
195,5190,journals/tit/WangZZ06,conf/icip/WangHS07,False
196,5206,journals/ijeb/CaoDT06,conf/iticse/YueD04,False
197,5222,conf/fskd/FengYZD05,conf/iva/ZhangFY10,False
198,5261,conf/bxml/MendlingM03,journals/ipl/ZhouM03,False
199,5311,conf/IEEEscc/TianCDZL07,conf/naacl/ChenDBB09,False
200,5319,conf/icmla/Zhang07,conf/cade/MaLZ09,False
201,5328,conf/icic/ChenYZ08,conf/icba/Chen04,False
202,5344,journals/ieicet/KimSKK10,journals/corr/abs-0807-4580,False
203,5418,journals/cg/XuCWXZ09,conf/apweb/ZhouPSX04,False
204,5441,conf/icnsc/ZhangGMCC08,journals/siamsc/ChanC10,False
205,5491,conf/icdar/SunHHFN07,conf/iceccs/WongSWS08,False
206,5549,journals/tvlsi/NeveS0F04,conf/ipps/StamatakisL03,False
207,5598,journals/sigpro/WangA04,conf/awic/ZhangZCW03,False
208,5678,conf/fskd/FengYZD05,conf/icmi/ZhangFSY10,False
209,5713,conf/isbi/JiangJM04,journals/dm/JiangR94,False
210,5718,conf/bxml/MendlingM03,conf/ijcai/SilverSM07,False
211,5748,journals/prl/DucBBMF97,journals/ijig/FischerB02,False
212,5753,conf/snpd/LiuYZZ07,journals/corr/abs-1005-0169,False
213,5754,conf/cvpr/FengML04,journals/prl/FengLM02,False
214,5783,conf/icnc/YangBJ10,conf/gis/ChowBM10,False
215,5785,conf/fskd/FengYZD05,journals/csse/ZhangT03,False
216,5790,conf/drr/HeSNMH10,conf/grc/LiuSXK06,False
217,5802,conf/isqed/LiK07,conf/ifip8/LiQS07a,False
218,5859,conf/appt/YangZL07,conf/mmns/YangGS04,False
219,5932,conf/sas/NasreG10,journals/mr/LiaoWCM05,False
220,5936,conf/icnsc/QiuP008,conf/ifip8/ZhaoXYQ07,False
221,5970,journals/tip/JiangJM06,journals/tip/JiangW03,False
222,5996,journals/vc/WangZSLBPG06,journals/tcom/WangL08,False
223,6008,conf/das/SunKN04,conf/icfem/DongHQSY04,False
224,6045,conf/ispec/JiangLHD05,journals/jbcb/LiSGNMM06,False
225,6094,conf/acisp/ReyhanitabarWS07,conf/isecs/LiuWY08,False
226,6115,conf/graphicsinterface/LiK03,journals/tsmc/FarrellPL03,False
227,6117,journals/automatica/ZhouWW09,conf/icde/PeeryWMN08,False
228,6118,conf/visualization/JiangMT02,journals/twc/JiangAH07a,False
229,6143,conf/icic/ChenYZ08,conf/dasfaa/ChenSCCG10,False
230,6166,journals/tcs/FeigenbaumKMSZ05,conf/nips/ZhangGY05,False
231,6196,conf/minenet/ZhangRF05,conf/forte/ZhangCC99,False
232,6219,journals/tcom/NguyenL10,conf/rsctc/NguyenNN06,False
233,6235,journals/cgf/PanWLPB07,conf/icb/WangYYL09,False
234,6248,conf/icee/hanQF10,conf/iiwas/IdrisTC04,False
235,6339,conf/icnsc/ZhangGMCC08,journals/tpds/ChenHC09,False
236,6458,conf/volvis/LiK02,conf/naacl/NiuLDS03,False
237,6501,conf/trec/XuYWLCLYCB02,conf/icebe/ZhangG005,False
238,6523,journals/algorithmica/FeigenbaumKZ04,journals/jib/ZhangZEL07,False
239,6533,journals/dt/Sangiovanni-VincentelliSSYM09,conf/nas/0005Z007,False
240,6541,conf/ijcnn/ZhangCCC08,conf/cw/JiangCSC08,False
241,6593,conf/icpp/ArmstrongSCTDF94,conf/isda/YangZZT06,False
242,6603,journals/pc/LiHZ97,conf/vtc/LiG06,False
243,6614,journals/automatica/WangW10a,conf/icde/PeeryWMN08,False
244,6626,conf/eacl/DinuW09,conf/atal/YenFSWCKMV03,False
245,6687,journals/tvcg/Jankun-KellyJTM06,journals/tmi/JiangWSRV03,False
246,6714,series/asc/Kim07,conf/icde/WhangLKLL07,False
247,6759,conf/edbtw/000204,conf/ausai/YangHZX03,False
248,6781,conf/fskd/ZhengYZX08,conf/networking/ChenSYSG05,False
249,6813,conf/das/SunFTFN08,conf/emsoft/SunYKI05,False
250,6836,conf/iccS/Kaminski03,journals/ijon/Orlowska-KowalskaK09,False
251,6936,journals/tip/LiuL08,conf/lsms/TaoLP07,False
252,6969,conf/smc/DangLCXWL09,conf/models/XuL07,False
253,7024,conf/isbi/CookZAG08,conf/ancs/HaoKLZ05,False
254,7042,journals/tcs/FeigenbaumKMSZ05,conf/aisc/LiuZ06,False
255,7075,conf/doceng/SunWYNKN03,conf/cav/SunLDP09,False
256,7118,conf/icdar/YinHTSN09,conf/atva/LiuSD10,False
257,7121,journals/algorithmica/FeigenbaumKZ04,conf/icmcs/ZhangPS09,False
258,7191,conf/wcnc/KimSK09,conf/edbt/OhKKL04,False
259,7207,conf/icira/ZhaoWJQ08,journals/bmcbi/CaoWXKZWHWZ05,False
260,7278,conf/icip/ZhengSNSTH10,conf/icfem/DongLSZ06,False
261,7282,journals/automatica/WenZW09,conf/icdm/YangWY02,False
262,7395,conf/cso/ChenZLL09,conf/prima/TaoLP06,False
263,7412,conf/um/Wang05,conf/dmin/SunWW06,False
264,7447,conf/icdar/SunHHFN07,conf/icic/FangS07,False
265,7464,journals/siamcomp/FeigenbaumKMSZ08,conf/pricai/ZhangHZ02,False
266,7465,conf/avbpa/FischerD97,journals/ijig/FischerB02,False
267,7554,conf/itee/Glotzel007,conf/aips/Botea0S05,False
268,7558,conf/pimrc/OsmanZW10,conf/icc/WangYWWH08,False
269,7576,journals/tvlsi/TsaiWXVI08,journals/ijsnet/ThaiWDJ08,False
270,7578,conf/waim/HuCCD05,conf/nips/ChenW07,False
271,7596,conf/snpd/ZengWH07,journals/ijces/WangQWLJW03,False
272,7609,journals/automatica/ZhouWW09,conf/icdcs/YangWMN00,False
273,7618,conf/avbpa/KotropoulosPFD97,journals/ijig/FischerB02,False
274,7632,conf/icarcv/0006WMW04,conf/icdt/JiangWMR07,False
275,7651,conf/sas/MullerGS96a,conf/ijcai/NakhostM09,False
276,7683,conf/cscwd/YuCCD06,conf/soda/Chen08,False
277,5185,conf/icycs/ZengZLXZ08,conf/snpd/ZengWH07,False
278,5857,conf/iesa/HeHWW09,journals/mms/XieWCM05,False
279,6220,journals/twc/NguyenL08,conf/rsctc/NguyenNN06,False
280,6258,conf/graphicsinterface/LiK03,conf/iceis/LiC08,False
281,6281,journals/tvcg/Jankun-KellyJTM06,conf/isbi/JiangW02,False
282,6472,conf/compsac/LauLY06,conf/wspi/0002Y04,False
283,6546,journals/jcc/SchwarzlTSF02,conf/wecwis/KiesslingFD04,False
284,6607,conf/mva/LiuZWW92,conf/vtc/FengZLG10,False
285,6743,conf/icpr/FischerBB00,conf/ads/FischerDWK04,False
286,6824,conf/das/HeSNFF08,journals/ieiceee/AnNS04,False
287,7384,conf/itee/Glotzel007,conf/sas/MullerGS96,False
288,7622,journals/automatica/WenZW09,journals/debu/MarianW09,False
289,6076,conf/bxml/MendlingM03,conf/cg/ZhaoM08,False
290,7043,journals/automatica/WangW10a,conf/sebd/Wang08,False
291,5739,conf/icmla/Zhang07,conf/apaqs/Zhang01,False
292,7049,conf/aspdac/LiKM05,conf/ispec/JiangLHD05,False
293,7693,conf/isbi/JiangJM04,journals/tmi/JiangWSRV03,False
294,7694,conf/sigcse/FinkelHSST94,conf/chi/ThomasFWJ04,False
295,7701,journals/ijhpcn/JiangTA09,journals/twc/JiangAH07a,False
296,7719,journals/pr/WangB96,conf/mldm/SunWW05,False
297,7728,conf/cms/BuscherMB10,conf/iv/StottRBMS05,False
298,7730,journals/ras/TakenoR96,journals/jdwm/LimantoCW07,False
299,7748,conf/icip/WangB97a,conf/kdd/WangW96,False
300,7750,journals/candc/MatisXSGEMU96,journals/tcs/XuWZL05,False
301,7759,conf/icftcs/ShenS84,journals/jcst/Shen05,False
302,7897,journals/cgf/PanWCZB09,conf/aaai/WangN07,False
303,7910,journals/sttt/ChetaliN09,conf/ecai/FaltingsN06,False
304,7934,journals/sigpro/WangA04,journals/comcom/WangM08,False
305,7991,conf/gi/MuthN89,journals/pr/MeyerFRNPSN09,False
306,8029,conf/fskd/FengYZD05,conf/infocom/HaoKLVZ06,False
307,8079,conf/infocom/WangZ06,conf/dsmml/WangT04,False
308,8125,conf/pimrc/AwadaWVK10,journals/jsac/KleinSS96,False
309,8195,conf/eurocast/BrauneWA07,conf/fuzzy/WagnerK97,False
310,8241,conf/icip/WangB97a,conf/humo/WangSM07,False
311,8256,conf/icdt/Schmidt0L10,journals/jucs/BurkhardM05,False
312,8278,journals/dc/ElkinZ06,conf/icml/JinZ05,False
313,8281,conf/isvlsi/YuL05,conf/icadl/SongNSYS04,False
314,8403,conf/volvis/LiK02,conf/dmin/LiCW08,False
315,8406,conf/iaai/AllredLPBG91,conf/www/ChandraG09,False
316,8414,conf/issac/Roach94,conf/lp/OhkiTF86,False
317,8444,conf/graphite/WangXXTG06,journals/tkde/XuZLSD06,False
318,8456,conf/dateso/Moravec05,journals/entcs/BrimCMS05,False
319,8461,conf/ppdp/BentonKBH07,conf/ecai/HofmannS10,False
320,8501,journals/ibmrd/HirschKMSS86,journals/corr/abs-0901-3984,False
321,8572,journals/informs/CookRSS93,conf/rsp/MichalisID09,False
322,8612,conf/itee/Glotzel007,conf/ki/GlochnerGMR94,False
323,8701,conf/iesa/WangHHW09,conf/esws/WangXZY07,False
324,8711,journals/ibmrd/HirschKMSS86,journals/jucs/BurkhardM05,False
325,8722,conf/cbms/ZhangC06,reference/gis/JagadishOZ08,False
326,8745,conf/icip/WangB97a,conf/icira/WangLBB08,False
327,8761,journals/corr/abs-1004-0772,journals/jmm/VingarzanWM07,False
328,8798,conf/icce/KanevTOB07,conf/rcis/GacituaSCDPPP09,False
329,8819,conf/sdm/JiangCMCBHRPMTWG03,conf/isbi/JiangW02,False
330,8849,journals/corr/abs-0907-1080,journals/taslp/0002H10,False
331,8860,conf/isss/JerrayaPNW01,conf/fpga/VissersVKBMC10,False
332,8874,conf/graphicsinterface/LiK03,conf/conext/LiM06,False
333,8925,conf/pics/Wang00,journals/jirs/WangMSS08,False
334,8939,journals/dc/ElkinZ06,conf/avss/LuZF07,False
335,8951,journals/tpds/TheysTBSJ00,conf/isda/YangZZT06,False
336,8969,journals/constraints/ZanariniP09,conf/miccai/KhoshniatSS03,False
337,9035,conf/icpr/PanMSHN10,journals/jsac/SunMZ06,False
338,9036,conf/gi/SchmidtS09,conf/se/0002H10,False
339,9084,journals/tmi/ZhangAYWWMEMG07,conf/isvc/0006TH07,False
340,9099,conf/wise/SiauL01,conf/jsai/Bekki09,False
341,9100,conf/acg/TomM09,conf/cg/ZhaoM08,False
342,9119,conf/csreaSAM/Smith03b,journals/jcisd/SmithJF81,False
343,9122,conf/ercimdl/FluhrSAOBC99,conf/amta/Hong98,False
344,9131,conf/sas/HofmannKS10,conf/ieaaie/HofmannCVBB88,False
345,9198,conf/noms/TianLCD08,conf/cikm/DingSBVWLC10,False
346,9209,conf/critis/AssognaBDMPSVZ08,conf/icassp/ChenWOWTL10,False
347,9215,conf/icmla/Zhang07,journals/jib/ZhangZEL07,False
348,9266,journals/tit/WangZZ06,conf/iscas/WangH07,False
349,9305,conf/icn/WangLH06,journals/join/WangSST06,False
350,9391,conf/eh/ThomsonA02,conf/iclp/FosterGRS86,False
351,9392,journals/algorithmica/ChakrabartiCGK07,conf/micro/KumarPJ08,False
352,9398,journals/vlsisp/KroupisZDTAST06,conf/dexa/BratleyPS91,False
353,9399,journals/computer/Price08,conf/icete/ArtundoGOC10,False
354,9409,conf/fskd/MoLSZZ09,conf/ieaaie/YangCZLY05,False
355,9481,journals/ijon/ZhangA00,conf/cade/Zhang94,False
356,9485,conf/approx/GibsonKKV09,journals/taslp/0002H10,False
357,9519,journals/corr/abs-cs-0610080,journals/jsyml/Ziegler03,False
358,9547,conf/nips/WangZZ04,journals/jcst/WangZH06,False
359,9634,conf/icip/WangH06,journals/comcom/WangM08,False
360,9644,conf/kdd/ZhaoDZ07,journals/cad/ChowdhuryB92,False
361,9681,journals/it/KloppmannKLPR04,conf/dagstuhl/MinkR95,False
362,9758,conf/aipr/WalliR08,conf/bildmed/KabusFF05,False
363,9834,conf/pimrc/TavaresN04,conf/icete/TavaresN04,False
364,9851,conf/ic/AlkadiAT03,conf/dgo/ShahK07a,False
365,7774,journals/tog/XuCJLZZX09,conf/icde/XuZL04,False
366,7922,journals/nar/ChenWLJW06,conf/airs/KhooNW08,False
367,8122,journals/tsp/GuerrieroWG09,journals/pc/PogueRW88,False
368,8234,journals/trob/XuS08,conf/apvis/FuHNSWX07,False
369,8326,conf/isbi/JiangJM04,conf/icarcv/0006WMW04,False
370,8543,journals/prl/LiSS07,conf/icic/FangS07,False
371,8551,conf/icb/LiuL09,conf/lsms/TaoLP07,False
372,8559,conf/icic/ZhangLYC08,journals/siamsc/ChanC08,False
373,8638,conf/cikm/LiuJK06,conf/sigir/JindalL06,False
374,8864,conf/icarcv/WangWZ08,conf/ispan/WangZGK09,False
375,9662,journals/ieicet/HinamotoIOOL06,journals/cacm/Whittlesey64,False
