,key1,key2,score
186,conf/seal/loshchilovss10,journals/tsp/lanucarab07,0.2604616
187,conf/acns/choiphl07,conf/fse/cheonl04,0.2501492
188,conf/aaai/bulitkosk05,conf/biocomp/shonsjkcr09,0.30436724
189,conf/iat/minzcz08,journals/automatica/chenddc07,0.6219395
190,journals/gidr/gunzelb00,conf/rv/0002ls07,0.74807686
191,conf/f-egc/rousselotzc10,conf/his/zannigf02,0.2657199
192,journals/corr/abs-0801-3930,conf/sofsem/vogelsjp09,0.2657199
193,journals/corr/abs-0802-2868,journals/eccc/eccc-tr05-072,0.27758107
194,conf/mascots/zhoua94,conf/edbt/zhoup09,0.2501492
195,journals/soco/abbasbandyaa10,conf/dagm/rosenthalerhkh92,0.23519863
196,conf/date/srinivasanbcc04,journals/chinaf/zhouzsg08,0.2985567
197,journals/ce/konstantinidisttp10,journals/comcom/konstantinidisycz07,0.2657199
198,conf/fskd/wangl08b,journals/mms/xiewcm05,0.24011251
199,conf/dagm/schindewolfasah93,conf/ieeeares/montanipbc06,0.25527117
200,journals/cor/ruizgm07,journals/ijdmb/dimaiosps09,0.28731462
201,journals/ijait/kimmtit07,conf/dac/koukabdd02,0.2657199
202,journals/ijwin/jieb08,journals/ieicet/yanghc06,0.2657199
203,conf/icse/drakextz93,conf/globecom/kaya06,0.2991272
204,conf/huc/varshavskysll07,conf/eurosys/lagar-cavillawsprlbs09,0.53358257
205,conf/jisbd/meliampg09,conf/icwe/beigbederc04,0.25527117
206,conf/icc/finnmb97,journals/ton/medardbfhl02,0.9897192
207,conf/nsdi/chandrazsl05,conf/im/cristeasmglm09,0.2208784
208,conf/csr/reboutfs08,journals/nn/ullmans99,0.25527117
209,conf/ersa/suardimag09,conf/metmbs/changslkcc03,0.2604616
210,journals/corr/cs-cv-0006001,conf/vtc/leekssk07,0.27104548
211,conf/icmcs/fabbrizionrkbhwh00,journals/jct/heisek80,0.24509616
212,conf/pics/wangb98,journals/tsmc/wongw03,0.8893124
213,conf/isbi/wanse07,journals/eor/oliveiral02,0.2657199
214,journals/tnn/chenlkw10,journals/jocn/mayhewlstk10,0.8854449
215,journals/tvlsi/yehlchal94,journals/tcad/yehcl95,0.887236
216,conf/iq/peraltatkbcnc09,conf/bncod/berti97,0.33182132
217,conf/icdcs/weiscv06,journals/www/douglisbck98,0.28361392
218,conf/egov/jookk04,journals/vldb/kimwll08,0.6051333
219,conf/focs/kannan09,journals/siamcomp/drineaskm06,0.27104548
220,conf/performance/doremalen84,journals/interfaces/kokjdwcp05,0.86695933
221,conf/mm/yangzgyly08,conf/wkdd/guocqsfp08,0.50474924
222,conf/ijcnn/yifengjl06,conf/icws/longls04,0.23035483
223,journals/envsoft/schlinkhrdncp06,conf/gmmemv/mullerksr05,0.2501492
224,conf/icppw/yoshinomyi99,conf/hci/kawasugiyna93,0.2644783
225,conf/icchp/koyamakumkkof94,conf/dcc/bhattarrd10,0.30556145
226,conf/sigcse/scherzh95,conf/cmg/hellersteinw85,0.30422485
227,journals/cg/villarskg03,conf/vldb/schmidtwkcmb02,0.21624614
228,conf/date/wangxvi06,journals/tos/hongwbls06,0.50358194
229,conf/compsac/zhoury08,conf/lacl/rogers96,0.2657199
230,conf/wcnc/schaubkmw10,conf/cav/blompw10,0.2501492
231,conf/cis/zhangx05,conf/icip/zhangyzy10,0.2501492
232,books/idea/encyclopedia2005/tsunodalv05,conf/arc/limalmm07,0.23035483
233,conf/iscas/rovattics02,conf/dcsp/xiongs93,0.31308043
234,conf/ecai/berggns10,conf/iscas/zhangh05,0.25265893
235,conf/hipc/lindlg08,conf/webi/haarslevls04,0.24011251
236,conf/eee/yauhcywll05,conf/edoc/wangyhjy06,0.9101989
237,conf/icra/moosavianpa09,conf/iconip/nagabhushanp04,0.25724423
238,journals/ijfcs/lipmanbj03,conf/lrec/davishtjs08,0.6676676
239,conf/ecweb/choihl03,journals/tc/cheonl06,0.2501492
240,conf/lics/otto10,conf/fdtc/blomeros06,0.24509616
241,conf/ets/vatajeluprf10,journals/wi/hasenkamp90,0.25405294
242,conf/pdp/wyrzykowskikm97,journals/micro/changl05,0.24011251
243,conf/ecows/kauferk06,journals/wi/haneke89,0.2501492
244,conf/bmei/xiefhxw08,journals/eswa/zetianfyx05,0.26501864
245,conf/lcr/chendpps00,conf/globecom/chafekarkmp08,0.23519863
246,journals/bmcbi/chakrabartilpptb10,journals/computer/chakrabartis07,0.23706593
247,journals/ieicet/honbosmwiism05,journals/jcc/porwaljbsnn07,0.27104548
248,conf/refsq/herrmannkd07,conf/gpce/baggedh09,0.29466724
249,conf/sera/wangsc05,conf/icebe/chenhlwy07,0.2657199
250,conf/lsms/chenggtzc10,conf/waim/zhangik07,0.2657199
251,journals/dss/chouc08,conf/parelec/kuhnh04,0.28059807
252,journals/cl/pradeepm94a,conf/ifip/kochan86,0.25527117
253,journals/isj/campbellfg09,journals/pe/lenzinimms06,0.29026932
254,journals/tcs/rojas94,conf/ismvl/babau98,0.28525808
255,conf/cec/abdullahtmm10,conf/pact/mcmullanmc99,0.26169977
256,conf/ifsa/duboishp03a,journals/isi/boschp08,0.8231813
257,journals/eswa/suwh08,conf/cicling/holzb08,0.28498086
258,conf/acmse/zhang07,conf/cans/zhangi07,0.2657199
259,journals/ieicet/geln05,conf/dasfaa/yurukxly08,0.2657199
260,journals/prl/wanghlc09,journals/psychnology/skalskiw10,0.28741834
261,conf/cost/abreuf09,conf/ijcnn/abreuc07,0.27940872
262,journals/comcom/ricciatocd10,conf/globecom/dalconzocrr09,0.99835795
263,conf/rtcsa/parkkdlk05,conf/cate/fujikimjlwsykn04,0.53022355
264,conf/icai/gouwl07,conf/ccia/alonsocgp02,0.24011251
265,conf/iccs/messaidns05,conf/dagm/schubertv96,0.24011251
266,conf/esm/huttungenip02,conf/smc/xinggbmn10a,0.2604616
267,conf/pact/agibalov95,conf/ijcnn/kumartcp08,0.24509616
268,conf/aict/obrejasbcl09,journals/jcc/williams94,0.28444543
269,journals/pc/lihz97,conf/cccg/lidr06,0.5438177
270,conf/icdar/sunhkn05,journals/ieicet/zhangslz07,0.524315
271,journals/robotersysteme/wauer86,conf/icsoft/damianiggc06,0.22558135
272,conf/ht/heathhcw99,conf/doceng/wongcws06,0.25527117
273,journals/tsp/maranomwt06,journals/jasis/artymiuksw05,0.28985295
274,journals/wicomm/huangcjtl10,conf/ismb/huanglhywhz07,0.48617375
275,journals/ipm/pessiotkag10,conf/iwann/real09,0.27104548
276,conf/vg/likk01,conf/icwn/lig04,0.7215156
277,conf/iccs/barbosacyg04,conf/percom/costakasyg09,0.8842776
278,conf/semco/hyvonenvmkrvssalkhftsk07,conf/esws/tuominenfvh09,0.93010896
279,journals/jcb/lippertmw05,conf/wabi/edwardsl02,0.28673694
280,conf/esm/francom98,journals/mj/francosf08,0.8742092
281,conf/tapsoft/mullernp97,conf/aaai/kishimotom05,0.2657199
282,journals/mlq/brattkaisz08,journals/mlq/weihrauchz07,0.2027739
283,conf/ica/zavala-fernandezsbot06,conf/icann/koehlerlo97,0.7361901
284,conf/icycs/zengzlxz08,conf/nas/00020l09,0.25527117
285,journals/ife/rinderlerd02,journals/eis/rinderle-mar09,0.86266464
286,conf/semweb/brochelerps09,conf/kr/simaribsk08,0.7297492
287,journals/tip/gili04,conf/ciarp/pujolrvm04,0.25209606
288,journals/itssa/akramma06,journals/jsyml/hindleym90,0.23519863
289,journals/almob/yangpu07,conf/infocom/hankmps09,0.3207606
290,journals/kais/coatneyp05,conf/infocom/chafekarkmps08,0.27676284
291,journals/ife/000510,conf/europar/roderlb98,0.9186483
292,journals/cogsci/dumais03,conf/candc/andrestd09,0.9238857
293,conf/sede/lupwwp09,conf/cata/abidinpsp05,0.59286433
294,conf/fgcn/wanggs07,conf/hicss/paperj96,0.28189546
295,journals/eor/zhangtl05,journals/mss/augustin09,0.24891315
296,conf/interaction/wangqzh09,conf/fskd/zhanglmc09,0.68558174
297,conf/icde/whanglkll07,conf/asiasim/kimc04,0.65162516
298,conf/gecco/posik09b,conf/gecco/posik10a,0.28567526
299,journals/ijwoc/liuvmnk04,conf/dfn/bruggemann-kleinjkssws01,0.24509616
300,conf/vlsid/ghoshn95,conf/aina/kalapriyann06,0.28375843
301,journals/dt/sangiovanni-vincentellissym09,conf/iscas/painsowy01,0.47508618
302,journals/jql/bagavandasm08,conf/icassp/naimdscm10,0.27104548
303,conf/dagstuhl/ahmedbhm08a,journals/ki/bachfischerbhww07,0.27643758
304,conf/aspdac/dongx09,conf/isnn/xiexl05,0.2604616
305,journals/ijcv/carceronik02,conf/fpl/andersonnckmc04,0.24509616
306,conf/pervasive/rekimotomk04,journals/biosystems/garcia-arnaumrs07,0.27104548
307,series/synthesis/2009mazumdar,conf/infocom/kotopouloslm01,0.27643758
308,conf/icmcs/buyukkayaac10,journals/ki/baumgartel97,0.24509616
309,conf/globecom/liucs06,journals/jss/caicwyz01,0.2657199
310,journals/njc/hofmann00,conf/ieaaie/vargasbbhc88,0.24509616
311,journals/ipl/huntmps96,conf/infocom/chafekarlkmps08,0.24509616
312,conf/ismis/liuzo00,conf/cocoon/weihrauchz01,0.25077075
313,conf/csl/honsellmst92,conf/vlsi/smith03a,0.26697403
314,conf/avss/qasemizadehsomhsw09,conf/mobisys/derktmssc06,0.2604616
315,conf/sicherheit/schmerlfm06,conf/pods/meierswl10,0.23035483
316,conf/smc/dangllt04,journals/nar/jayapandianctyeilnsaasj07,0.25527117
317,conf/eurocast/chaczkocb07,journals/jcisd/liuwgzx03,0.27104548
318,journals/corr/abs-0805-4471,conf/nime/pattenri02,0.2501492
319,journals/cvgip/kanatani84,conf/mva/ackermannk07,0.9738904
320,conf/europar/koppler98,conf/webist/obumyko08,0.27080953
321,journals/pervasive/schmidtsk10,conf/xml/schmidtwmk03,0.20719388
322,journals/nar/selvaranisrss04,journals/ieicet/kiderakss08,0.22670454
323,conf/apweb/liuczx06,journals/amc/liuzg10,0.2981988
324,conf/icete/rigasa08,conf/icete/al-omarr08,0.2972141
325,conf/iat/shenzy03,journals/corr/abs-cs-0611149,0.27104548
326,conf/infocom/barroscmw09,journals/corr/abs-1006-0334,0.9588729
327,conf/otm/konstantinoutk08,conf/vtc/sallentpagkmkl06,0.2657199
328,conf/globecom/jinct06,journals/corr/cs-lg-0212031,0.24509616
329,journals/corr/abs-0710-4757,conf/fpl/lindosoeil08,0.28707853
330,conf/civr/liuznxl10,conf/ssiri/zhangla10,0.26370493
331,conf/ds/tangy88,conf/dasfaa/xutljt10,0.6733627
332,journals/corr/abs-1001-2488,conf/iptcomm/jouvepck08,0.28301457
333,conf/iscas/cailzh05,conf/sigmod/taofpl04,0.25527117
334,journals/corr/abs-0807-3574,conf/dawak/carageazph06,0.24509616
335,journals/cagd/rollera09,conf/him/roller91,0.2501492
336,journals/fuin/rheelpsfgp09,conf/icra/tadakumatnypui09,0.27643758
337,journals/tc/mutyamwrnkxi09,conf/globecom/wangfg07,0.2604616
338,journals/vlc/taog00,journals/eor/litw09,0.27104548
339,conf/aaai/silaghi05,conf/socialcom/qinms10,0.25209606
340,conf/aime/soualmiabd03,conf/sac/kimyl98,0.22558135
341,conf/cbms/greenshieldsy98,conf/vtc/macuhas09,0.3006489
342,journals/corr/abs-1005-0162,journals/sigmod/cruzklswy02,0.30742723
343,conf/hpcs/dantasp05,conf/hpcs/ferreiradpmr07,0.9722539
344,conf/das/hesnff08,conf/icic/sunxf06,0.5195332
345,journals/amc/orhank04,conf/schule/mullerh99,0.2657199
346,journals/kbs/pulidorhcle06,conf/seke/costarsnf07,0.2657199
347,conf/icdar/zhusmhn09,conf/icfem/donghsz06,0.5298666
348,conf/wsom/herrmannu09,journals/computer/bourianoffbchz08,0.2501492
349,journals/ieicet/hanils05,conf/acisp/hwangkll03,0.31345338
350,conf/ispec/jianglhd05,conf/bmei/zhanghfhl08,0.27104548
351,journals/ijbc/parkersg08,journals/ar/thomas03,0.27643758
352,conf/icee/wangzm10,conf/ieeeicci/wangwzw06,0.7238612
353,journals/orl/leek06,journals/orl/lee04,0.98841393
354,conf/isnn/chenzz09,conf/rsfdgrc/bhatrsvp09,0.28758323
355,conf/aaim/he07,conf/gcc/zhouylhs10,0.34633824
356,journals/tosem/paytonjrr10,conf/trec/boughanemjms99,0.25527117
357,journals/ton/fancakw06,conf/icra/divelbissw94,0.23519863
358,journals/pr/wangb96,conf/avss/wassantachatlcwt09,0.24509616
359,conf/biocomp/emmert-streibr08,conf/iccs/dantasp05,0.27104548
360,journals/automatica/zhouww09,conf/mswim/wangpws06a,0.61251265
361,journals/siamco/guow09,conf/cis/zhuwy09,0.8652128
362,series/asc/kim07,journals/pvldb/kimh09,0.9788222
363,conf/mum/nylander08,conf/interact/nylander09,0.9989301
364,journals/lre/calhouncbmjsb10,conf/acl/goldwaterjm08,0.33064643
365,conf/podc/raynalta96,conf/ssd/chentks03,0.2986552
366,journals/presence/liup96,conf/crv/okounevamge08,0.28127873
367,conf/candc/morrisonbm07,conf/usenix/zajcewrbpgkllbrn93,0.25527117
368,journals/iwc/booth90,journals/nn/aomoriott08,0.2501492
369,conf/iwcmc/prinzew09,conf/lwa/stegmannkw04,0.24318576
370,conf/pcm/fanzw01,conf/pdcat/tuzzwf06,0.2657199
371,conf/cluster/xieq06,journals/ase/xien06,0.31014022
372,conf/csreasam/leelkjl05,journals/paapp/luolw06,0.27774227
373,conf/cmg/domanskid06,conf/cmg/domanski84a,0.98617715
374,conf/anlp/paulussenm92,conf/gldv/martin95,0.9834106
375,journals/siamcomp/kawaguchik86,conf/ecows/kleink04,0.29672316
376,conf/psb/chindelevitchlb10,conf/iat/thompsonzjr07,0.2533081
377,conf/iccs/samulyaklp04,conf/disco/diazhklv93,0.32000765
378,conf/isbi/xusdjg06,conf/3dpvt/gerigdlxjpj06,0.9849652
379,journals/tip/gili04,conf/ciarp/vilarinosvmr06a,0.28368673
380,conf/euc/courbotgvs05,journals/iandc/latteuxs97,0.26900488
381,journals/wi/hasenkamps09,journals/wi/hasenkamps90,0.9107041
382,journals/corr/abs-0904-1281,journals/tit/rimoldi01,0.98668003
383,conf/aina/htiradd08,conf/iscc/htiradd07,0.9988891
384,conf/sigmod/arumugamdjpp10,conf/sspr/gomez-ballestermo08,0.32975906
